TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0006413	"translational initiation"	-14.187086643357144	5.294236893407935	0.4846280878472618	0.8808839247718772	0.41979227	null
GO:0006412	"translation"	-14.169411331314855	6.255454388144548	4.432288697403288	0.8616853528895541	0	null
GO:0006417	"regulation of translation"	-12.563837352959244	5.750705826677294	1.3863693522964495	0.727482584940454	0	null
GO:0006397	"mRNA processing"	-11.168130225719498	5.689537048003264	1.2042316958165515	0.8284678158246931	0.47049854	null
GO:0001732	"formation of cytoplasmic translation initiation complex"	-10.5016894462104	4.533911802994045	0.08415365714466026	0.8125422396227017	0.4799637	null
GO:0007399	"nervous system development"	-8.274088367704952	5.6826909870976445	1.1853974230914583	0.8321569446591864	0	null
GO:0031047	"regulatory ncRNA-mediated gene silencing"	-5.570247719997592	4.913220264207092	0.2015528084997015	0.7459130830798447	0.32511361	null
GO:0000381	"regulation of alternative mRNA splicing, via spliceosome"	-5.131355561605174	4.485934263771751	0.07535185901803537	0.7870586400161683	0.29722391	null
GO:0006468	"protein phosphorylation"	-4.452225294612178	6.183647586752504	3.756826993126081	0.8862944584000756	0.42221603	null
GO:0150052	"regulation of postsynapse assembly"	-4.215382707367125	3.0557604646877348	0.0027960969440284896	0.83476105396767	0.14196766	null
GO:0045070	"positive regulation of viral genome replication"	-3.853871964321762	3.0178677189635055	0.0025622684143782196	0.8568792268856931	0.13047584	null
GO:0007017	"microtubule-based process"	-3.344861565188618	5.74006015726112	1.352798959497502	0.9859144598042205	0.02015396	null
GO:0006886	"intracellular protein transport"	-2.686442166508114	5.793354475071429	1.529423185383541	0.8816014093440361	0.02049291	null
GO:0034063	"stress granule assembly"	-2.5979941094371837	4.044304519175914	0.02725456114544671	0.9057715417451372	0.0132045	null
GO:0016192	"vesicle-mediated transport"	-2.597628896800761	6.022337625916402	2.591260690701909	0.9334070915709772	0.35090271	null
GO:0035235	"ionotropic glutamate receptor signaling pathway"	-2.096553169586494	4.110589710299249	0.03174899162061927	0.8477497166245915	0.16993446	null
GO:0007018	"microtubule-based movement"	-1.9191164392316689	5.3836915205584415	0.5954751176662081	0.9359835229325062	0.01814691	null
GO:0035556	"intracellular signal transduction"	-1.8098841858258503	6.25082994866753	4.385343312708344	0.7938339927507234	0.39526643	null
